"zerostate","reststate","linkage","location","locusname"
0,0,1,0,"cM1"
0,0.0188988972704838,2,0,"cM2"
0,0.00198512487441586,3,0,"cM3"
0,0.0121321117861156,3,33,"cM4"
0,-0.0176489464752376,3,67,"cM5"
0,0.059736697223402,3,100,"cM6"
0,-0.00551351061090827,4,0,"cM7"
0,-0.0495064627942976,4,50,"cM8"
0,-0.0505899730680471,4,100,"cM9"
0,-0.00940092464908958,5,0,"cM10"
0,0.0375934111310129,6,0,"cM11"
0,0.0601282977279196,6,50,"cM12"
0,0.125705307417347,6,100,"cM13"
0,0,7,0,"cM14"
0,0,8,0,"cM15"
0,0.0195764276280858,9,0,"cM16"
0,0.0346395941905536,9,25,"cM17"
0,-0.0525331055839212,9,50,"cM18"
0,0.0549289242446282,9,75,"cM19"
0,0.121234947499639,9,100,"cM20"
0,0.0404266417009716,10,0,"cM21"
0,0.062379866442235,10,100,"cM22"
0,0,11,0,"cM23"
0,0.135722842507793,12,0,"cM24"
0,-0.0192684446275234,13,0,"cM25"
0,0,14,0,"cM26"
0,0.101336873093714,15,0,"cM27"
0,0.069967330213999,16,0,"cM28"
0,0.0422950540466194,17,0,"cM29"
0,0.103946999827947,18,0,"cM30"
0,0.165120156196504,18,100,"cM31"
0,0.000662295650690794,19,0,"cM32"
0,0.0270182221382856,19,50,"cM33"
0,0.0606660525467167,19,100,"cM34"
0,0.17989620721699,20,0,"cM35"
0,0,21,0,"cM36"
0,0.0144782556034625,22,0,"cM37"
0,-0.0410819541273599,22,100,"cM38"
0,-0.109912829021539,23,0,"cM39"
0,0,24,0,"cM40"
0,0.00944835502948387,25,0,"cM41"
0,0.0398248412070756,25,100,"cM42"
0,-0.102551909903611,26,0,"cM43"
0,0,27,0,"cM44"
0,-0.00402447490021586,28,0,"cM45"
0,0.187154699106863,29,0,"cM46"
0,0.203621605289331,29,100,"cM47"
0,0.043091276360858,30,0,"cM48"
0,-0.00673316661268473,31,0,"cM49"
0,-0.0716228324886332,31,50,"cM50"
0,-0.0782071574743757,31,100,"cM51"
0,0.0745121099021206,32,0,"cM52"
0,0,33,0,"cM53"
0,-0.0252511381171644,34,0,"cM54"
0,0.00294310338795185,35,0,"cM55"
0,0.0207577027380466,35,100,"cM56"
0,0.0010238684527576,36,0,"cM57"
0,0.00217310169711709,36,25,"cM58"
0,0.00580600413846953,36,50,"cM59"
0,0.0471519219486003,36,75,"cM60"
0,-0.0718842785026798,36,100,"cM61"
0,-0.00275052513927221,37,0,"cM62"
0,-0.0641628178175459,37,100,"cM63"
0,0.087959239701356,38,0,"cM64"
0,0.027252202889133,39,0,"cM65"
0,0.058075836371995,39,100,"cM66"
0,0,40,0,"cM67"
